1) 0.0	: 19.64969602801709
663) 307.94919938397925	: 15.450187468909514
664) 308.41437944347166	: 16.52337908731539
665) 308.87955950296407	: 16.947553782083016
666) 309.3447395624565	: 16.18032083999631
667) 309.8099196219489	: 17.764102220977264
668) 310.2750996814413	: 16.540367464545337
669) 310.7402797409337	: 13.383199845584164
670) 311.2054598004261	: 16.79557124192003
671) 311.67063985991854	: 16.99747909765498
672) 312.13581991941095	: 16.008678193427922
673) 312.60099997890336	: 17.443581570627774
674) 313.0661800383958	: 17.11410314938041
675) 313.53136009788824	: 16.618895045864114
676) 313.99654015738065	: 15.880362741333872
677) 314.46172021687306	: 16.803789834677968
678) 314.9269002763655	: 15.762173086366113
679) 315.3920803358579	: 13.488419048721605
680) 315.8572603953503	: 15.883763325628195
681) 316.3224404548427	: 17.22124777241151
682) 316.7876205143351	: 17.156237150505206
683) 317.2528005738275	: 16.227773522143657
684) 317.71798063331994	: 13.335350028944593
685) 318.18316069281235	: 15.290033517738237
686) 318.6483407523048	: 16.54771763989036
687) 319.11352081179723	: 15.570764148801484
688) 319.57870087128964	: 16.41695188773801
689) 320.04388093078205	: 16.832958470872295
690) 320.50906099027446	: 17.7677724425866
691) 320.9742410497669	: 16.37171182391082
692) 321.4394211092593	: 15.304327665641853
693) 321.9046011687517	: 15.924122797227156
694) 322.3697812282441	: 14.827747095323781
695) 322.8349612877365	: 15.747515556152672
696) 323.30014134722893	: 15.15637393479291
697) 323.76532140672134	: 16.464490703757043
698) 324.23050146621375	: 16.303693407731114
699) 324.6956815257062	: 14.373455620144094
700) 325.16086158519863	: 15.825638751844057
701) 325.62604164469104	: 12.877758332416587
702) 326.09122170418345	: 14.645278682370563
703) 326.55640176367586	: 15.703276018061496
704) 327.0215818231683	: 16.24421529623256
705) 327.4867618826607	: 17.084027103490854
706) 327.9519419421531	: 17.221930140328844
707) 328.4171220016455	: 16.42095325740115
708) 328.8823020611379	: 17.833178724318014
709) 329.34748212063033	: 17.483910592361653
710) 329.81266218012274	: 16.722014608652813
711) 330.2778422396152	: 17.335968086857058
712) 330.7430222991076	: 17.188124293374816
713) 331.20820235860003	: 17.37137402446258
714) 331.67338241809244	: 17.232166716652024
715) 332.13856247758486	: 17.81650649683391
716) 332.60374253707727	: 17.007594125427303
717) 333.0689225965697	: 16.274802660573336
718) 333.5341026560621	: 15.673529181048057
719) 333.9992827155545	: 17.083986983857827
720) 334.4644627750469	: 15.950863317825958
721) 334.9296428345393	: 15.41880701949405
722) 335.39482289403173	: 18.070743933095315
723) 335.8600029535242	: 15.727696963882181
724) 336.3251830130166	: 17.518181909031235
725) 336.790363072509	: 16.274307043317588
726) 337.25554313200143	: 17.357012466782397
727) 337.72072319149385	: 14.180490344457443
728) 338.18590325098626	: 13.731154750873396
729) 338.65108331047867	: 17.83951743959498
730) 339.1162633699711	: 17.246060870298304
731) 339.5814434294635	: 15.40328963920324
732) 340.0466234889559	: 15.264554882171108
733) 340.5118035484483	: 16.93761340190172
734) 340.9769836079407	: 16.087259888675298
735) 341.44216366743314	: 14.498412298189987
736) 341.9073437269256	: 15.41744126045361
737) 342.372523786418	: 18.105429944143168
738) 342.8377038459104	: 14.818705577140062
739) 343.30288390540284	: 15.024383458485762
740) 343.76806396489525	: 17.367476298630304
741) 344.23324402438766	: 16.767355490354014
742) 344.69842408388007	: 16.723862877650365
743) 345.1636041433725	: 16.0450228743489
744) 345.6287842028649	: 16.542026663148786
745) 346.0939642623573	: 17.15281657730639
746) 346.5591443218497	: 17.136344398341173
747) 347.0243243813421	: 16.41123758997777
748) 347.4895044408346	: 16.433982898532744
749) 347.954684500327	: 17.493658982225437
750) 348.4198645598194	: 16.199175944407877
751) 348.8850446193118	: 15.436127930224718
752) 349.35022467880424	: 16.41636042885144
753) 349.81540473829665	: 17.468119933728925
754) 350.28058479778906	: 17.657618680043033
755) 350.7457648572815	: 16.635598834875605
756) 351.2109449167739	: 13.696165708534599
757) 351.6761249762663	: 16.699603807232698
758) 352.1413050357587	: 17.39269168786469
759) 352.6064850952511	: 17.469848132243705
760) 353.0716651547436	: 16.35069627967536
761) 353.536845214236	: 16.485730167003663
762) 354.0020252737284	: 17.41044731930718
763) 354.4672053332208	: 18.470694000177417
764) 354.93238539271323	: 16.285034637058256
765) 355.39756545220564	: 17.42910198553851
766) 355.86274551169805	: 16.450352781448974
767) 356.32792557119046	: 16.879981056013825
768) 356.7931056306829	: 17.659909185816343
769) 357.2582856901753	: 16.547779995392418
770) 357.7234657496677	: 17.569534149000958
771) 358.1886458091601	: 17.02666662964703
772) 358.6538258686525	: 16.832709441614796
773) 359.119005928145	: 18.419590927624125
774) 359.5841859876374	: 16.252094704092777
775) 360.0493660471298	: 17.40503668272778
776) 360.5145461066222	: 17.67673790547074
777) 360.97972616611463	: 17.46049759372051
778) 361.44490622560704	: 15.534765370645536
779) 361.91008628509945	: 15.973963904487636
780) 362.37526634459186	: 16.807013109957623
781) 362.8404464040843	: 17.417906425536682
782) 363.3056264635767	: 17.473372033414492
783) 363.7708065230691	: 17.5040981280303
784) 364.2359865825615	: 15.994055884378971
785) 364.701166642054	: 17.112139445097355
786) 365.1663467015464	: 17.060090392213123
787) 365.6315267610388	: 16.58327936968091
788) 366.0967068205312	: 16.808752953977034
789) 366.5618868800236	: 16.227096191688165
790) 367.02706693951603	: 17.354915979946156
791) 367.49224699900844	: 16.827642761089546
792) 367.95742705850085	: 16.28453005038411
793) 368.42260711799327	: 15.738613054414548
794) 368.8877871774857	: 15.696244411790081
795) 369.3529672369781	: 17.432040020075547
796) 369.8181472964705	: 16.125609187652934
797) 370.28332735596297	: 15.707712280237555
798) 370.7485074154554	: 16.46879981651438
799) 371.2136874749478	: 17.495388107201677
800) 371.6788675344402	: 16.444516993464667
801) 372.1440475939326	: 16.07332388055365
802) 372.609227653425	: 17.950396144971695
803) 373.07440771291743	: 15.148628993459266
804) 373.53958777240985	: 12.918102801137014
805) 374.00476783190226	: 16.713487798862786
806) 374.46994789139467	: 14.075666352968208
807) 374.9351279508871	: 16.42123273580439
808) 375.4003080103795	: 14.06826821789232
809) 375.8654880698719	: 13.752409467093411
810) 376.33066812936437	: 15.204954692174592
811) 376.7958481888568	: 17.281797381823353
812) 377.2610282483492	: 16.685276693465546
813) 377.7262083078416	: 16.694852213225136
814) 378.191388367334	: 15.982080008308767
815) 378.6565684268264	: 16.983207822417558
816) 379.12174848631884	: 17.799071753408814
817) 379.58692854581125	: 17.895424865676382
818) 380.05210860530366	: 17.654377198385642
819) 380.51728866479607	: 17.72003446144026
820) 380.9824687242885	: 17.13933850257153
821) 381.4476487837809	: 16.548463720655093
822) 381.91282884327336	: 17.44549861703264
823) 382.37800890276577	: 16.625941440799302
824) 382.8431889622582	: 16.075131777212732
825) 383.3083690217506	: 17.9740960776021
826) 383.773549081243	: 17.31519808803308
827) 384.2387291407354	: 15.884269980156182
828) 384.7039092002278	: 16.89876256864515
829) 385.16908925972024	: 17.154158653324643
830) 385.63426931921265	: 17.097707736283112
831) 386.09944937870506	: 17.125695386020375
832) 386.56462943819747	: 15.359519923009326
833) 387.0298094976899	: 12.228089011836536
834) 387.49498955718235	: 16.26412779963403
835) 387.96016961667476	: 17.277258084654747
836) 388.4253496761672	: 17.592055225655873
837) 388.8905297356596	: 16.555042486791944
838) 389.355709795152	: 17.070989329898193
839) 389.8208898546444	: 17.695851027188382
840) 390.2860699141368	: 17.562446724232398
841) 390.7512499736292	: 18.16352222816519
842) 391.21643003312164	: 15.411002858274177
843) 391.68161009261405	: 17.18233924892695
844) 392.14679015210646	: 15.389586780823183
845) 392.6119702115989	: 17.36577787604836
846) 393.0771502710913	: 17.89641026367844
847) 393.54233033058375	: 17.62284313350109
848) 394.00751039007616	: 17.860062650743842
849) 394.4726904495686	: 16.022103495225977
850) 394.937870509061	: 16.153948451862252
851) 395.4030505685534	: 17.292498219043736
852) 395.8682306280458	: 17.34137876417805
853) 396.3334106875382	: 17.361786220176693
854) 396.79859074703063	: 18.900543386954887
855) 397.26377080652304	: 18.218986164146937
856) 397.72895086601545	: 17.74582104023763
857) 398.19413092550786	: 18.749193196361876
858) 398.6593109850003	: 16.533663881957565
859) 399.12449104449274	: 15.072956107027853
860) 399.58967110398515	: 17.363337768480353
861) 400.05485116347757	: 18.081623168208385
862) 400.52003122297	: 15.392637464869916
863) 400.9852112824624	: 16.809748310672443
864) 401.4503913419548	: 16.319085335786337
865) 401.9155714014472	: 17.154505485605988
866) 402.3807514609396	: 17.93708285822744
867) 402.84593152043203	: 17.698824549480555
868) 403.31111157992444	: 19.21127658315243
869) 403.77629163941685	: 18.544848829691873
870) 404.24147169890927	: 15.641933950501748
871) 404.70665175840173	: 18.23628043838332
872) 405.17183181789414	: 19.26879646302084
873) 405.63701187738656	: 18.62827129081853
874) 406.10219193687897	: 19.113473916016055
875) 406.5673719963714	: 19.468908266034312
876) 407.0325520558638	: 18.73322280811733
877) 407.4977321153562	: 19.390828580508494
878) 407.9629121748486	: 18.80261339511731
879) 408.428092234341	: 18.617178637568102
880) 408.89327229383343	: 16.026166323538167
881) 409.35845235332584	: 16.20531128821869
882) 409.82363241281826	: 20.48651576832531
883) 410.28881247231067	: 19.492097169642065
884) 410.75399253180314	: 19.733332621317654
885) 411.21917259129555	: 20.15149685985325
886) 411.68435265078796	: 20.127658083251006
887) 412.14953271028037	: 21.30332427917576
888) 412.6147127697728	: 20.349335586355277
889) 413.0798928292652	: 20.573045786743528
890) 413.5450728887576	: 20.656413538558418
891) 414.01025294825	: 19.17899589093985
892) 414.4754330077424	: 19.786161891462147
893) 414.94061306723484	: 19.244497991485314
894) 415.40579312672725	: 20.830126628362937
895) 415.87097318621966	: 20.347765352567322
896) 416.3361532457121	: 19.420925055480826
897) 416.80133330520454	: 19.904045044495092
898) 417.26651336469695	: 16.812730778727413
899) 417.73169342418936	: 18.494255440400156
900) 418.19687348368177	: 20.329024254155925
901) 418.6620535431742	: 20.177319503659817
902) 419.1272336026666	: 19.794645067147766
903) 419.592413662159	: 20.814093144128456
904) 420.0575937216514	: 19.792325209726027
905) 420.5227737811438	: 19.761959356769612
906) 420.98795384063624	: 21.494551049904103
907) 421.45313390012865	: 21.712620565783524
908) 421.9183139596211	: 20.774433483607986
909) 422.3834940191135	: 22.089735768299906
910) 422.84867407860594	: 20.388240105615953
911) 423.31385413809835	: 22.213372147826878
912) 423.77903419759076	: 22.05223986253846
913) 424.2442142570832	: 21.924726578565984
914) 424.7093943165756	: 20.463906923841844
915) 425.174574376068	: 22.867878563483952
916) 425.6397544355604	: 22.614858414002686
917) 426.1049344950528	: 20.396371802330762
918) 426.5701145545452	: 23.299274692361767
919) 427.03529461403764	: 22.31860897530708
920) 427.50047467353005	: 22.69911709211858
921) 427.9656547330225	: 19.573544958121925
922) 428.43083479251493	: 22.342611400305497
923) 428.89601485200734	: 24.03656526977047
924) 429.36119491149975	: 23.80034547197667
925) 429.82637497099216	: 23.591770067614664
926) 430.2915550304846	: 23.246502425552396
927) 430.756735089977	: 23.841147274507914
928) 431.2219151494694	: 24.131092703259853
929) 431.6870952089618	: 24.778424854838597
930) 432.1522752684542	: 25.015070433917742
931) 432.61745532794663	: 24.74692760582301
932) 433.08263538743904	: 24.671267633885485
933) 433.5478154469315	: 24.552566445819057
934) 434.0129955064239	: 24.15672086264963
935) 434.47817556591633	: 23.219997226183548
936) 434.94335562540874	: 26.613321152624103
937) 435.40853568490115	: 27.01605127603596
938) 435.87371574439356	: 27.755085365437957
939) 436.338895803886	: 27.526734686594335
940) 436.8040758633784	: 27.33545467133414
941) 437.2692559228708	: 26.442839389835264
942) 437.7344359823632	: 27.160539792648855
943) 438.1996160418556	: 28.2740143955376
944) 438.66479610134803	: 28.639873287732406
945) 439.1299761608405	: 29.072451651599312
946) 439.5951562203329	: 28.88166329477941
947) 440.0603362798253	: 27.983278801840736
948) 440.52551633931773	: 28.0518355328255
949) 440.99069639881014	: 27.815050462843438
950) 441.45587645830255	: 30.21611492357355
951) 441.92105651779497	: 29.960447862447097
952) 442.3862365772874	: 28.294259268668053
953) 442.8514166367798	: 31.115825485397455
954) 443.3165966962722	: 31.114796894991095
955) 443.7817767557646	: 31.697755417414704
956) 444.246956815257	: 29.998602245462756
957) 444.71213687474943	: 29.023528400975785
958) 445.1773169342419	: 28.665379389030914
959) 445.6424969937343	: 27.84030590455951
960) 446.1076770532267	: 26.398196925290513
961) 446.57285711271913	: 20.413776997102588
962) 447.03803717221155	: 27.208886578943726
963) 447.50321723170396	: 26.357970943646723
964) 447.96839729119637	: 25.517206108644196
965) 448.4335773506888	: 26.50761874874906
966) 448.8987574101812	: 26.344129875354163
967) 449.3639374696736	: 26.240704228511266
968) 449.829117529166	: 26.358246937455256
969) 450.2942975886584	: 24.577795144602295
970) 450.7594776481509	: 21.678964575445722
971) 451.2246577076433	: 25.441405657828305
972) 451.6898377671357	: 26.462928078910473
973) 452.1550178266281	: 25.403034993031994
974) 452.62019788612054	: 24.18285083840913
975) 453.08537794561295	: 23.852914435336974
976) 453.55055800510536	: 22.811527495211916
977) 454.01573806459777	: 23.644469891039524
978) 454.4809181240902	: 24.078651980029967
979) 454.9460981835826	: 21.776444331246417
980) 455.411278243075	: 23.83391998768306
981) 455.8764583025674	: 22.042754672002435
982) 456.3416383620599	: 22.217674891446105
983) 456.8068184215523	: 22.130465480944256
984) 457.2719984810447	: 22.647289134359916
985) 457.7371785405371	: 21.737499171567023
986) 458.2023586000295	: 21.53581251980529
987) 458.66753865952194	: 18.51247361658266
988) 459.13271871901435	: 21.97493408977097
989) 459.59789877850676	: 18.932819336267936
990) 460.06307883799917	: 21.081511541367014
991) 460.5282588974916	: 16.636875109031358
992) 460.993438956984	: 20.492261165215048
993) 461.4586190164764	: 19.790548309258334
994) 461.9237990759688	: 20.112342080938177
995) 462.3889791354613	: 21.29041254544434
996) 462.8541591949537	: 18.762365854693286
997) 463.3193392544461	: 21.18878162137165
998) 463.7845193139385	: 19.88215405916669
999) 464.24969937343093	: 21.173530032397757
1000) 464.71487943292334	: 19.90312070176602
1001) 465.18005949241575	: 20.41054471407676
1002) 465.64523955190816	: 19.199769796367377
1003) 466.1104196114006	: 19.232071174295225
1004) 466.575599670893	: 19.782948284178687
1005) 467.0407797303854	: 18.78886499922429
1006) 467.5059597898778	: 20.123446698655094
1007) 467.9711398493703	: 18.306173146457407
1008) 468.4363199088627	: 19.085289851508534
1009) 468.9014999683551	: 15.766343388810517
1010) 469.3666800278475	: 17.15866820085737
1011) 469.8318600873399	: 20.623527789925696
1012) 470.29704014683233	: 19.568162618085076
1013) 470.76222020632474	: 18.999826738350812
1014) 471.22740026581715	: 20.145559398114603
1015) 471.69258032530956	: 16.349158261658356
1016) 472.157760384802	: 19.023790258547727
1017) 472.6229404442944	: 19.100400369635285
1018) 473.0881205037868	: 18.189275658398426
1019) 473.55330056327927	: 17.322691248268278
1020) 474.0184806227717	: 18.82335276779186
1021) 474.4836606822641	: 18.897921359888723
