1) 0.0	: 19.64969602801709
26188) 12181.670217927891	: 14.757012260394408
26189) 12182.135397987384	: 14.61546997259109
26190) 12182.600578046877	: 14.869059915724687
26191) 12183.065758106368	: 15.341516564834851
26192) 12183.53093816586	: 15.474648915658554
26193) 12183.996118225354	: 15.353996400095472
26194) 12184.461298284847	: 15.685092375621377
26195) 12184.926478344338	: 15.902231605579743
26196) 12185.39165840383	: 14.622642247926626
26197) 12185.856838463324	: 12.087704514260652
26198) 12186.322018522815	: 13.431650454977396
26199) 12186.787198582308	: 14.92396758050339
26200) 12187.2523786418	: 15.2406969971077
26201) 12187.717558701293	: 15.021811592804358
26202) 12188.182738760785	: 9.867055956558538
26203) 12188.647918820277	: 14.717831095783009
26204) 12189.11309887977	: 12.075568820759601
26205) 12189.578278939262	: 14.16470666159609
26206) 12190.043458998754	: 13.820661847172095
26207) 12190.508639058247	: 14.581908829940238
26208) 12190.97381911774	: 15.31688632740472
26209) 12191.438999177231	: 14.536745647506299
26210) 12191.904179236724	: 14.392046238540498
26211) 12192.369359296217	: 15.347043592889317
26212) 12192.83453935571	: 15.18385152235572
26213) 12193.299719415201	: 16.397443576783623
26214) 12193.764899474694	: 16.50827510008207
26215) 12194.230079534187	: 15.330396153735176
26216) 12194.695259593678	: 14.75124829945219
26217) 12195.160439653171	: 12.371296251342732
26218) 12195.625619712664	: 12.797705132988138
26219) 12196.090799772157	: 15.252209437437847
26220) 12196.555979831648	: 15.458665426942327
26221) 12197.021159891141	: 12.993970189170948
26222) 12197.486339950634	: 14.645144409124986
26223) 12197.951520010125	: 14.631714091982698
26224) 12198.416700069618	: 13.540518550415559
26225) 12198.88188012911	: 14.854322638394333
26226) 12199.347060188604	: 15.02812355819496
26227) 12199.812240248095	: 14.768224953620912
26228) 12200.277420307588	: 15.405303415608648
26229) 12200.74260036708	: 13.395979954881307
26230) 12201.207780426574	: 14.127076007035104
26231) 12201.672960486065	: 15.432541002397409
26232) 12202.138140545558	: 10.876219205690337
26233) 12202.60332060505	: 12.977553219513542
26234) 12203.068500664542	: 9.523324493662033
26235) 12203.533680724035	: 14.822759452285277
26236) 12203.998860783528	: 8.638971759729124
26237) 12204.46404084302	: 14.499645343393691
26238) 12204.929220902512	: 13.236702753083739
26239) 12205.394400962005	: 14.26667344260654
26240) 12205.859581021497	: 15.699292909607134
26241) 12206.324761080989	: 15.633681563293019
26242) 12206.789941140481	: 16.021039336237035
26243) 12207.255121199974	: 14.051533545876868
26244) 12207.720301259467	: 13.99212498990749
26245) 12208.185481318958	: 15.115846968092356
26246) 12208.650661378451	: 14.463555963549776
26247) 12209.115841437944	: 10.883132520687136
26248) 12209.581021497437	: 14.150027761982212
26249) 12210.046201556928	: 14.864700709084483
26250) 12210.511381616421	: 15.077541924979993
26251) 12210.976561675914	: 14.938025356920027
26252) 12211.441741735405	: 14.943089785212397
26253) 12211.906921794898	: 14.885040183122962
26254) 12212.372101854391	: 12.863439945885304
26255) 12212.837281913884	: 11.781636488218796
26256) 12213.302461973375	: 14.127964804849558
26257) 12213.767642032868	: 14.538839342591297
26258) 12214.232822092361	: 15.791747608161057
26259) 12214.698002151852	: 11.124667747319432
26260) 12215.163182211345	: 15.561382435838997
26261) 12215.628362270838	: 14.55479876696578
26262) 12216.09354233033	: 14.281727712785857
26263) 12216.558722389822	: 13.617517339992222
26264) 12217.023902449315	: 14.316799718942471
26265) 12217.489082508808	: 13.480754376426422
26266) 12217.954262568299	: 14.519639359381964
26267) 12218.419442627792	: 13.444005260936184
26268) 12218.884622687285	: 11.704842663748105
26269) 12219.349802746778	: 15.08668808455246
26270) 12219.814982806269	: 15.071989989293968
26271) 12220.280162865762	: 13.339220327087238
26272) 12220.745342925255	: 14.738527369561876
26273) 12221.210522984748	: 15.629582776409245
26274) 12221.675703044239	: 14.603131025307565
26275) 12222.140883103732	: 15.165835177693063
26276) 12222.606063163224	: 14.997901105183535
26277) 12223.071243222716	: 13.091942249205513
26278) 12223.536423282208	: 14.365993049769461
26279) 12224.001603341701	: 13.725157125439889
26280) 12224.466783401194	: 15.679886067751392
26281) 12224.931963460685	: 11.69477785795859
26282) 12225.397143520178	: 14.52405400477376
26283) 12225.862323579671	: 11.248198129266772
26284) 12226.327503639162	: 14.729631645817658
26285) 12226.792683698655	: 16.277368596277537
26286) 12227.257863758148	: 14.472297299989231
26287) 12227.723043817641	: 13.996150390306159
26288) 12228.188223877132	: 11.680694801624597
26289) 12228.653403936625	: 13.489793560708511
26290) 12229.118583996118	: 14.033312252657316
26291) 12229.583764055611	: 13.565495768633928
26292) 12230.048944115102	: 13.880522048764869
26293) 12230.514124174595	: 15.40473455617656
26294) 12230.979304234088	: 12.182209529258337
26295) 12231.444484293579	: 15.196568797601449
26296) 12231.909664353072	: 12.644137122389505
26297) 12232.374844412565	: 15.39229536495398
26298) 12232.840024472058	: 14.286178882843714
26299) 12233.305204531549	: 13.297792866485235
26300) 12233.770384591042	: 14.824096100114954
26301) 12234.235564650535	: 13.364369779628623
26302) 12234.700744710026	: 11.379745996870632
26303) 12235.165924769519	: 12.713048462548919
26304) 12235.631104829012	: 14.65498003500112
26305) 12236.096284888505	: 12.482201020120147
26306) 12236.561464947996	: 14.991003170676688
26307) 12237.026645007489	: 15.382241661747054
26308) 12237.491825066982	: 15.015064548725451
26309) 12237.957005126475	: 16.049196934158747
26310) 12238.422185185966	: 13.229814528534755
26311) 12238.887365245459	: 16.564860251655873
26312) 12239.352545304951	: 16.122623778389116
26313) 12239.817725364443	: 14.42039525519366
26314) 12240.282905423936	: 15.112013800654148
26315) 12240.748085483428	: 16.184510198153607
26316) 12241.213265542921	: 16.273816211522004
26317) 12241.678445602412	: 14.842168549040633
26318) 12242.143625661905	: 14.616096544631521
26319) 12242.608805721398	: 14.466536241024249
26320) 12243.07398578089	: 14.574284057230921
26321) 12243.539165840382	: 16.0955402369854
26322) 12244.004345899875	: 15.577848992536719
26323) 12244.469525959368	: 14.504691943567954
26324) 12244.93470601886	: 14.990461989351292
26325) 12245.399886078352	: 13.429823633568631
26326) 12245.865066137845	: 14.622130601207123
26327) 12246.330246197336	: 15.470924635127883
26328) 12246.79542625683	: 15.86845244346344
26329) 12247.260606316322	: 15.514453990369095
26330) 12247.725786375815	: 14.936882813682114
26331) 12248.190966435306	: 14.000167994325746
26332) 12248.656146494799	: 14.899473403671658
26333) 12249.121326554292	: 11.420977052099817
26334) 12249.586506613785	: 14.755064803102622
26335) 12250.051686673276	: 15.479163365390045
26336) 12250.516866732769	: 14.62052077327757
26337) 12250.982046792262	: 13.15267569821533
26338) 12251.447226851753	: 14.920178850869249
26339) 12251.912406911246	: 15.45043568726328
26340) 12252.377586970739	: 14.518074011332294
26341) 12252.842767030232	: 15.347130212047762
26342) 12253.307947089723	: 15.431128575305987
26343) 12253.773127149216	: 15.248760018434194
26344) 12254.238307208709	: 14.51482017899951
26345) 12254.7034872682	: 14.353410236969697
26346) 12255.168667327693	: 14.452257921354924
26347) 12255.633847387186	: 15.130272270321651
26348) 12256.099027446679	: 14.53466359082781
26349) 12256.56420750617	: 13.817314998969081
26350) 12257.029387565663	: 11.412746041021421
26351) 12257.494567625155	: 14.93825309533823
26352) 12257.959747684648	: 12.914896152073752
26353) 12258.42492774414	: 13.147122639847165
26354) 12258.890107803632	: 15.7144047854278
26355) 12259.355287863125	: 14.422844676094078
26356) 12259.820467922616	: 14.65174609631617
26357) 12260.28564798211	: 12.935547650048145
26358) 12260.750828041602	: 13.338927983182334
26359) 12261.216008101095	: 14.241388299056542
26360) 12261.681188160586	: 14.244018647233375
26361) 12262.14636822008	: 14.657310117195872
26362) 12262.611548279572	: 14.823494596782032
26363) 12263.076728339063	: 12.978277452540457
26364) 12263.541908398556	: 14.798420892424868
26365) 12264.00708845805	: 14.785057155181999
26366) 12264.472268517542	: 14.205930961549882
26367) 12264.937448577033	: 14.442066089820173
26368) 12265.402628636526	: 13.988687360851767
26369) 12265.867808696019	: 13.770387621243895
26370) 12266.332988755512	: 14.471326328187242
26371) 12266.798168815003	: 14.218423761164889
26372) 12267.263348874496	: 14.655488415580876
26373) 12267.728528933989	: 14.470007413221918
26374) 12268.19370899348	: 10.472998964314304
26375) 12268.658889052973	: 13.591207699967445
26376) 12269.124069112466	: 14.207509842191921
26377) 12269.589249171959	: 12.65308686480109
26378) 12270.05442923145	: 15.250739221915776
26379) 12270.519609290943	: 14.956228637877853
26380) 12270.984789350436	: 15.5034188577367
26381) 12271.449969409927	: 11.867416672210357
26382) 12271.91514946942	: 13.282993468103797
26383) 12272.380329528913	: 15.02005654251949
26384) 12272.845509588406	: 15.109425386468136
26385) 12273.310689647897	: 13.36117880936331
26386) 12273.77586970739	: 12.915403662200287
26387) 12274.241049766882	: 13.103035556142805
26388) 12274.706229826374	: 12.762090266659582
26389) 12275.171409885867	: 14.011857985174476
26390) 12275.63658994536	: 12.737497703108778
26391) 12276.101770004852	: 14.661546038600225
26392) 12276.566950064343	: 11.67170796137186
26393) 12277.032130123836	: 14.529171065762469
26394) 12277.49731018333	: 14.463561621231326
26395) 12277.962490242822	: 16.156501276379917
26396) 12278.427670302313	: 15.87806147118231
26397) 12278.892850361806	: 15.128693662163778
26398) 12279.3580304213	: 11.822801218005752
26399) 12279.82321048079	: 14.549608321181989
26400) 12280.288390540283	: 16.48548686939759
26401) 12280.753570599776	: 16.231788226354045
26402) 12281.218750659269	: 16.46000063378379
26403) 12281.68393071876	: 13.247410330636564
26404) 12282.149110778253	: 15.561254907797409
26405) 12282.614290837746	: 15.445006061222518
26406) 12283.079470897237	: 15.62556128826163
26407) 12283.54465095673	: 14.77716918521622
26408) 12284.009831016223	: 15.069182984842538
26409) 12284.475011075716	: 15.2555161116106
26410) 12284.940191135207	: 15.376208386313646
26411) 12285.4053711947	: 15.245575695829675
26412) 12285.870551254193	: 13.403383187618596
26413) 12286.335731313686	: 14.760401158833393
26414) 12286.800911373177	: 15.196596374334797
26415) 12287.26609143267	: 15.69515261831413
26416) 12287.731271492163	: 14.49533814468495
26417) 12288.196451551654	: 11.421795967602295
26418) 12288.661631611147	: 15.013258534203885
26419) 12289.12681167064	: 15.216441678171218
26420) 12289.591991730133	: 15.092180370871244
26421) 12290.057171789624	: 16.29533438510242
26422) 12290.522351849117	: 15.598387294013857
26423) 12290.98753190861	: 14.463667428136429
26424) 12291.4527119681	: 12.971002975396223
26425) 12291.917892027594	: 15.246447262158167
26426) 12292.383072087086	: 14.268562060357791
26427) 12292.84825214658	: 14.222161759690938
26428) 12293.31343220607	: 14.306424604267386
26429) 12293.778612265563	: 14.729425096889193
26430) 12294.243792325056	: 11.304433428881213
26431) 12294.70897238455	: 15.15726217653783
26432) 12295.17415244404	: 13.724881826398668
26433) 12295.639332503533	: 16.07668568997179
26434) 12296.104512563026	: 13.495895990400928
26435) 12296.569692622517	: 13.94079813016871
26436) 12297.03487268201	: 14.326646027047493
26437) 12297.500052741503	: 13.321967609095804
26438) 12297.965232800996	: 13.93177446536652
26439) 12298.430412860487	: 12.495191549997335
26440) 12298.89559291998	: 15.610629304423302
26441) 12299.360772979473	: 14.716964143891923
26442) 12299.825953038964	: 13.775314746848897
26443) 12300.291133098457	: 13.89349673745013
26444) 12300.75631315795	: 14.890457855991276
26445) 12301.221493217443	: 12.007209007076021
26446) 12301.686673276934	: 14.706200546108644
26447) 12302.151853336427	: 13.41350226719616
26448) 12302.61703339592	: 14.096574550328707
26449) 12303.082213455411	: 14.644946713540325
26450) 12303.547393514904	: 13.664951715107117
26451) 12304.012573574397	: 16.186926114816153
26452) 12304.47775363389	: 16.961991868912644
26453) 12304.94293369338	: 16.51748606050671
26454) 12305.408113752874	: 15.882407879803878
26455) 12305.873293812367	: 16.015532936343497
26456) 12306.33847387186	: 14.216879189890818
26457) 12306.80365393135	: 16.55015200595973
26458) 12307.268833990844	: 15.124919108855314
26459) 12307.734014050337	: 17.00340839012965
26460) 12308.199194109828	: 15.699246075463616
26461) 12308.66437416932	: 16.40892130021313
26462) 12309.129554228814	: 11.77624639253499
26463) 12309.594734288306	: 17.413381314268364
26464) 12310.059914347798	: 17.168408001434976
26465) 12310.52509440729	: 16.408217703423745
26466) 12310.990274466783	: 16.227948577070023
26467) 12311.455454526274	: 15.220146404678676
26468) 12311.920634585767	: 14.672922301826734
26469) 12312.38581464526	: 16.12257467749536
26470) 12312.850994704753	: 16.176515136574668
26471) 12313.316174764244	: 16.216476683213298
26472) 12313.781354823737	: 15.817800137678995
26473) 12314.24653488323	: 16.100670837561665
26474) 12314.711714942723	: 16.703486161731593
26475) 12315.176895002214	: 15.84571126161399
26476) 12315.642075061707	: 15.116084003653636
26477) 12316.1072551212	: 15.77882148096855
26478) 12316.572435180691	: 15.58354651182525
26479) 12317.037615240184	: 15.348811633590662
26480) 12317.502795299677	: 15.757468928751507
26481) 12317.96797535917	: 14.482508387438694
26482) 12318.433155418661	: 14.753826564730762
26483) 12318.898335478154	: 13.292565260855417
26484) 12319.363515537647	: 15.912072668292069
26485) 12319.828695597138	: 13.384412592851067
26486) 12320.293875656631	: 15.623872205398802
26487) 12320.759055716124	: 16.042899113645046
26488) 12321.224235775617	: 15.7289023387198
26489) 12321.689415835108	: 13.287025788952814
26490) 12322.1545958946	: 16.531893539435522
26491) 12322.619775954094	: 15.542779866233847
26492) 12323.084956013587	: 13.796119642392801
26493) 12323.550136073078	: 12.176962808464584
26494) 12324.01531613257	: 14.18729955374721
26495) 12324.480496192064	: 15.566870386035594
26496) 12324.945676251555	: 13.41513213345245
26497) 12325.410856311048	: 14.487804900271502
26498) 12325.87603637054	: 15.167460282631552
26499) 12326.341216430033	: 14.276028723882652
26500) 12326.806396489525	: 14.646387153757109
26501) 12327.271576549017	: 15.108563022672081
26502) 12327.73675660851	: 15.565476337953692
26503) 12328.201936668002	: 15.173128048763655
26504) 12328.667116727494	: 14.507019805886681
26505) 12329.132296786987	: 13.901598284634343
26506) 12329.59747684648	: 12.732352032893443
26507) 12330.062656905971	: 15.618449059603336
26508) 12330.527836965464	: 14.667664102591294
26509) 12330.993017024957	: 13.401378915760011
26510) 12331.458197084448	: 15.781179040906864
26511) 12331.923377143941	: 15.80697331360454
26512) 12332.388557203434	: 15.502742944323192
26513) 12332.853737262927	: 15.426089321978077
26514) 12333.318917322418	: 15.22538907848014
26515) 12333.784097381911	: 15.438038963450705
26516) 12334.249277441404	: 14.997166473700398
26517) 12334.714457500897	: 15.0692513759934
26518) 12335.179637560388	: 15.7897795472042
26519) 12335.644817619881	: 16.28325543942216
26520) 12336.109997679374	: 16.739363586955598
26521) 12336.575177738865	: 15.074360715030235
26522) 12337.040357798358	: 15.204553942933662
26523) 12337.50553785785	: 15.540371135102015
26524) 12337.970717917344	: 15.717022822387756
26525) 12338.435897976835	: 14.371607128834771
26526) 12338.901078036328	: 16.861374066217014
26527) 12339.36625809582	: 16.658095644965606
26528) 12339.831438155312	: 16.235897435278314
26529) 12340.296618214805	: 16.326516255028945
26530) 12340.761798274298	: 15.50713934391921
26531) 12341.22697833379	: 14.599923150494927
26532) 12341.692158393282	: 15.616943379887143
26533) 12342.157338452775	: 12.785307964324799
26534) 12342.622518512268	: 14.415447270430395
26535) 12343.08769857176	: 15.300272271788748
26536) 12343.552878631252	: 14.707261341514386
26537) 12344.018058690745	: 16.114301060268332
26538) 12344.483238750237	: 14.102802462825263
26539) 12344.948418809729	: 15.23280887729275
26540) 12345.413598869221	: 16.51722007329264
26541) 12345.878778928714	: 14.836848873382419
26542) 12346.343958988207	: 14.155538688476122
26543) 12346.809139047698	: 14.573415754031256
26544) 12347.274319107191	: 12.960333092695148
26545) 12347.739499166684	: 14.844122938836886
26546) 12348.204679226175	: 15.042709653630192
26547) 12348.669859285668	: 14.592813048638646
26548) 12349.135039345161	: 15.759551242136496
26549) 12349.600219404654	: 15.701442128911776
26550) 12350.065399464145	: 15.787002681566301
26551) 12350.530579523638	: 15.214506738835576
26552) 12350.995759583131	: 14.419904575543573
26553) 12351.460939642624	: 15.180266154391257
26554) 12351.926119702115	: 15.493201624478033
26555) 12352.391299761608	: 13.88497449314561
26556) 12352.856479821101	: 16.074392290616107
26557) 12353.321659880592	: 15.129275518956025
26558) 12353.786839940085	: 16.225388590733825
26559) 12354.252019999578	: 15.900290414828863
26560) 12354.71720005907	: 15.554541575866256
26561) 12355.182380118562	: 15.344127729916048
26562) 12355.647560178055	: 14.664264855107266
26563) 12356.112740237548	: 15.577167923922156
26564) 12356.577920297039	: 16.37130817905191
26565) 12357.043100356532	: 16.008933557621102
26566) 12357.508280416025	: 14.566471576201668
26567) 12357.973460475518	: 14.878406754468879
26568) 12358.438640535009	: 14.230733866308842
26569) 12358.903820594502	: 15.890043819320471
26570) 12359.369000653995	: 14.18457759341021
26571) 12359.834180713486	: 14.931437994257838
26572) 12360.299360772979	: 15.885654945293501
26573) 12360.764540832472	: 15.087284051291523
26574) 12361.229720891964	: 15.864478707981743
26575) 12361.694900951456	: 14.984521682917805
26576) 12362.160081010948	: 16.06255891085069
26577) 12362.625261070441	: 16.679082297673467
26578) 12363.090441129934	: 16.455550959255277
26579) 12363.555621189425	: 14.794305376899818
26580) 12364.020801248918	: 15.275941827516368
26581) 12364.485981308411	: 14.667906443555335
26582) 12364.951161367902	: 15.70495347117424
26583) 12365.416341427395	: 15.522786289579198
26584) 12365.881521486888	: 16.004973436392802
26585) 12366.346701546381	: 15.416185142894353
26586) 12366.811881605872	: 14.97954281296838
26587) 12367.277061665365	: 15.97079628229923
26588) 12367.742241724858	: 15.558232334501515
26589) 12368.20742178435	: 14.94672785704434
26590) 12368.672601843842	: 15.497645971422433
26591) 12369.137781903335	: 13.069984927633936
26592) 12369.602961962828	: 14.061666960723764
26593) 12370.068142022319	: 14.768456513471136
26594) 12370.533322081812	: 15.947620273882729
26595) 12370.998502141305	: 16.171783238625746
26596) 12371.463682200798	: 16.41092140698836
26597) 12371.928862260289	: 16.363781216267682
26598) 12372.394042319782	: 16.525724342747065
26599) 12372.859222379275	: 16.851421250536248
26600) 12373.324402438766	: 17.180551415918863
26601) 12373.789582498259	: 16.669053064234006
26602) 12374.254762557752	: 16.254460743130466
26603) 12374.719942617245	: 15.64919841467756
26604) 12375.185122676736	: 11.960984048798503
26605) 12375.650302736229	: 12.051886012582361
26606) 12376.115482795722	: 13.49573893245003
26607) 12376.580662855213	: 15.41564821612518
26608) 12377.045842914706	: 15.260005475379307
26609) 12377.511022974199	: 13.715557030403179
26610) 12377.976203033691	: 14.730159991914192
26611) 12378.441383093183	: 14.956004098605234
26612) 12378.906563152676	: 15.52753411793125
26613) 12379.371743212168	: 14.649338951755777
26614) 12379.836923271661	: 15.473836144207576
26615) 12380.302103331152	: 16.427543684620122
26616) 12380.767283390645	: 16.108697719382945
26617) 12381.232463450138	: 14.761260680827837
26618) 12381.69764350963	: 15.86642265743384
26619) 12382.162823569122	: 15.849180874852712
26620) 12382.628003628615	: 15.634302178151206
26621) 12383.093183688108	: 16.199852968507237
26622) 12383.5583637476	: 15.141642903365431
26623) 12384.023543807092	: 15.829998245161585
26624) 12384.488723866585	: 16.378569230010083
26625) 12384.953903926076	: 15.894258557111556
26626) 12385.41908398557	: 14.234552966522187
26627) 12385.884264045062	: 15.998763978348702
26628) 12386.349444104555	: 15.972106528273192
26629) 12386.814624164046	: 15.811326706898
26630) 12387.279804223539	: 16.526994036528446
26631) 12387.744984283032	: 16.5334186240771
26632) 12388.210164342523	: 16.257491464396114
26633) 12388.675344402016	: 16.542779700792423
26634) 12389.140524461509	: 15.541896525854668
26635) 12389.605704521002	: 15.78622474739016
26636) 12390.070884580493	: 15.439846271679633
26637) 12390.536064639986	: 15.650145847096468
26638) 12391.001244699479	: 15.673032521271585
26639) 12391.466424758972	: 16.234709085632495
26640) 12391.931604818463	: 16.376727289573655
26641) 12392.396784877956	: 15.971809004394904
26642) 12392.861964937449	: 15.337470811259564
26643) 12393.32714499694	: 14.427957602732246
26644) 12393.792325056433	: 14.235834968209394
26645) 12394.257505115926	: 14.271609538193577
26646) 12394.722685175419	: 13.999465953348965
26647) 12395.18786523491	: 14.214936245018155
26648) 12395.653045294403	: 14.78338222459477
26649) 12396.118225353895	: 16.48222159895869
26650) 12396.583405413387	: 16.154160966140047
26651) 12397.04858547288	: 15.140696710510463
26652) 12397.513765532372	: 14.526878200368927
26653) 12397.978945591865	: 14.558335433870258
26654) 12398.444125651356	: 16.379114758139114
26655) 12398.90930571085	: 15.64219551608104
26656) 12399.374485770342	: 14.189246172787936
26657) 12399.839665829835	: 16.19662368019234
26658) 12400.304845889326	: 16.22473102269292
26659) 12400.77002594882	: 15.677029448711291
26660) 12401.235206008312	: 15.001907721043704
26661) 12401.700386067803	: 15.163737376406951
26662) 12402.165566127296	: 15.019819727830276
26663) 12402.63074618679	: 14.49144836930098
26664) 12403.095926246282	: 15.307429981681135
26665) 12403.561106305773	: 15.876533878061968
26666) 12404.026286365266	: 15.897694935827184
26667) 12404.491466424759	: 14.958187990379926
26668) 12404.95664648425	: 14.743345382603698
26669) 12405.421826543743	: 14.09037773676177
26670) 12405.887006603236	: 14.130990670477871
26671) 12406.352186662729	: 14.525310089399145
26672) 12406.81736672222	: 16.848798184026965
26673) 12407.282546781713	: 16.265131720766536
26674) 12407.747726841206	: 15.0077828177667
26675) 12408.212906900699	: 15.111486944832242
26676) 12408.67808696019	: 15.852136393596584
26677) 12409.143267019683	: 16.3766117932305
26678) 12409.608447079176	: 16.297810876167155
26679) 12410.073627138667	: 14.71472696751795
26680) 12410.53880719816	: 15.459364125627587
26681) 12411.003987257653	: 16.561211710748744
26682) 12411.469167317146	: 16.278914636935163
26683) 12411.934347376637	: 11.465823768749047
26684) 12412.39952743613	: 15.620538700456596
26685) 12412.864707495622	: 14.499346853101352
26686) 12413.329887555114	: 14.179444886887797
26687) 12413.795067614607	: 14.655500365744718
26688) 12414.2602476741	: 16.94175225017913
26689) 12414.725427733592	: 16.50041651220993
26690) 12415.190607793083	: 16.812993429143518
26691) 12415.655787852576	: 16.569490909761278
26692) 12416.12096791207	: 14.203889142166759
26693) 12416.58614797156	: 14.399131341979054
26694) 12417.051328031053	: 15.232197218998172
26695) 12417.516508090546	: 15.796140691380689
26696) 12417.98168815004	: 15.87378911019585
26697) 12418.44686820953	: 16.50676604565716
26698) 12418.912048269023	: 16.958652987801273
26699) 12419.377228328516	: 11.2239151770849
26700) 12419.842408388009	: 16.618327231828694
26701) 12420.3075884475	: 12.206589714732264
26702) 12420.772768506993	: 16.407089260421994
26703) 12421.237948566486	: 14.918513218909576
26704) 12421.703128625977	: 14.109649137088969
26705) 12422.16830868547	: 14.943477640895953
26706) 12422.633488744963	: 15.731967872225663
26707) 12423.098668804456	: 16.201569532311474
26708) 12423.563848863947	: 13.414314406816265
26709) 12424.02902892344	: 15.770208316809823
26710) 12424.494208982933	: 12.996844674183771
26711) 12424.959389042424	: 16.186107285529374
26712) 12425.424569101917	: 14.357496976612584
26713) 12425.88974916141	: 16.546850238467748
26714) 12426.354929220903	: 16.335757140759803
26715) 12426.820109280394	: 13.785806599666344
26716) 12427.285289339887	: 13.341380773832103
26717) 12427.75046939938	: 15.479616117691501
26718) 12428.215649458873	: 15.753972154694392
26719) 12428.680829518364	: 14.414571092117981
26720) 12429.146009577857	: 15.478670710028492
26721) 12429.61118963735	: 15.827602922244271
26722) 12430.07636969684	: 15.863776130292987
26723) 12430.541549756334	: 15.29461837066881
26724) 12431.006729815826	: 14.570111598287781
26725) 12431.47190987532	: 15.110685482617239
26726) 12431.93708993481	: 15.902702515919112
26727) 12432.402269994303	: 16.468402072364384
26728) 12432.867450053796	: 15.569090296162397
26729) 12433.332630113287	: 15.564866603247856
26730) 12433.79781017278	: 15.111094214113644
26731) 12434.262990232273	: 14.75996615800518
26732) 12434.728170291766	: 15.699202126098161
26733) 12435.193350351257	: 14.830483287539943
26734) 12435.65853041075	: 16.619781673909273
26735) 12436.123710470243	: 17.796173334864
26736) 12436.588890529734	: 16.51796148682463
26737) 12437.054070589227	: 16.25550449916348
26738) 12437.51925064872	: 13.794114416799246
26739) 12437.984430708213	: 16.911350474181845
26740) 12438.449610767704	: 16.258725440943934
26741) 12438.914790827197	: 16.511735812187926
26742) 12439.37997088669	: 14.694667935389365
26743) 12439.845150946183	: 16.511623367123708
26744) 12440.310331005674	: 15.494328048209733
26745) 12440.775511065167	: 14.848886914763522
26746) 12441.24069112466	: 15.417564135170739
26747) 12441.705871184151	: 16.048642485118524
26748) 12442.171051243644	: 17.401983216220934
26749) 12442.636231303137	: 16.113229612269446
26750) 12443.10141136263	: 15.685065361386458
26751) 12443.56659142212	: 16.549503160538844
26752) 12444.031771481614	: 15.622508937476303
26753) 12444.496951541107	: 15.886701193317128
26754) 12444.962131600598	: 14.827113096563732
26755) 12445.42731166009	: 14.478776741154993
26756) 12445.892491719584	: 16.08553029497884
26757) 12446.357671779077	: 13.433692218511789
26758) 12446.822851838568	: 15.513338023516287
26759) 12447.28803189806	: 14.551911910244119
26760) 12447.753211957554	: 15.724930128006326
26761) 12448.218392017046	: 14.784682284394531
26762) 12448.683572076538	: 15.530476543594627
26763) 12449.14875213603	: 11.373171064197678
26764) 12449.613932195523	: 13.371274714368528
26765) 12450.079112255014	: 15.589586083884214
26766) 12450.544292314507	: 16.29450479423631
26767) 12451.009472374	: 16.374595350441187
26768) 12451.474652433493	: 14.229699791302869
26769) 12451.939832492984	: 14.899145808715451
26770) 12452.405012552477	: 15.824850066456406
26771) 12452.87019261197	: 15.57203406753823
26772) 12453.335372671461	: 16.321335727784373
26773) 12453.800552730954	: 15.18878262216754
26774) 12454.265732790447	: 14.051459587105281
26775) 12454.73091284994	: 14.871523606159503
26776) 12455.196092909431	: 14.315015966738988
26777) 12455.661272968924	: 14.174605584485823
26778) 12456.126453028417	: 15.692977232963372
26779) 12456.59163308791	: 15.214085826492024
26780) 12457.056813147401	: 14.828110135195667
26781) 12457.521993206894	: 15.714276510200197
26782) 12457.987173266387	: 16.039546036425268
26783) 12458.452353325878	: 15.12595243130215
26784) 12458.917533385371	: 15.845302013397184
26785) 12459.382713444864	: 16.59347378498201
26786) 12459.847893504357	: 16.938248838874575
26787) 12460.313073563848	: 13.29225385877476
26788) 12460.77825362334	: 14.750336957987177
26789) 12461.243433682834	: 17.46334336746661
26790) 12461.708613742325	: 16.564727023267633
26791) 12462.173793801818	: 17.314664325465863
26792) 12462.63897386131	: 14.819195000161915
26793) 12463.104153920804	: 16.94706024008181
26794) 12463.569333980295	: 16.620686974343656
26795) 12464.034514039788	: 15.25243896887037
26796) 12464.49969409928	: 16.272659862241316
26797) 12464.964874158772	: 15.728491118186785
26798) 12465.430054218265	: 17.28840613063512
26799) 12465.895234277757	: 16.360568108951494
26800) 12466.36041433725	: 16.634680133859128
26801) 12466.825594396742	: 15.14830330344898
26802) 12467.290774456234	: 16.896163048294735
26803) 12467.755954515727	: 15.751691660935188
26804) 12468.22113457522	: 12.334143839931539
26805) 12468.686314634711	: 15.253501847388687
26806) 12469.151494694204	: 14.932040107666614
26807) 12469.616674753697	: 15.615261723486682
26808) 12470.081854813188	: 15.677695085955744
26809) 12470.547034872681	: 15.595716958211352
26810) 12471.012214932174	: 12.194462290596183
26811) 12471.477394991667	: 14.691629770884418
26812) 12471.942575051158	: 13.229442232380567
26813) 12472.407755110651	: 14.330827000759234
26814) 12472.872935170144	: 12.645636534412672
26815) 12473.338115229635	: 15.155591334716487
26816) 12473.803295289128	: 13.884476065518488
26817) 12474.268475348621	: 13.298236599172393
26818) 12474.733655408114	: 15.382539994574055
26819) 12475.198835467605	: 14.182264399338319
26820) 12475.664015527098	: 13.688826985375096
26821) 12476.12919558659	: 13.903203604638941
26822) 12476.594375646084	: 14.125086208046294
